answer,answer_sentence,question,question_entity_label,question_id,question_relation
Seiji Ueda,Seiji Ueda discovered (16776) 1998 VA8.,whodiscovered (16776) 1996 va8,(16776) 1996 VA8,89076,P61
Spacewatch,10789 Mikeread discovered Spacewatch.,What organization discovered 10789 mikeread?,10789 Mikeread,89077,P61
Carolyn S. Shoemaker,Carolyn S. Shoemaker made the discovery of 30840 jackalice.,who made the discovery of 30840 jackalice?,30840 Jackalice,89078,P61
John Broughton,John Broughton discovered 20468 petercook,Who discovered 20468 petercook?,20468 Petercook,89080,P61
Takao Kobayashi,Takao Kobayachi discovered 10226 seishika,who discovered 10226 seishika,10226 Seishika,89081,P61
Carolyn S. Shoemaker,4533 orth was discovered by Carolyn S. Shoemaker.,Who discovered 4533 orth?,4533 Orth,89084,P61
Seiji Ueda,Seiji Ueda discovered 4842 atsushi.,Who discovered 4842 atsushi?,4842 Atsushi,89085,P61
Claes-Ingvar Lagerkvist,Classes-ingvar Lagerkvist discovered 5937 loden,who discovered 5937 lodén,5937 Lodén,89086,P61
William Hyde Wollaston,William Hype Wollaston discovered rhodium.,who discovered rhodium,rhodium,89087,P61
Seiji Ueda,Seiji Ueda discovered 4350 shibecha.,who discovered 4350 shibecha?,4350 Shibecha,89088,P61
Kurt Cobain,Kurt Kobain wrote the lyrics for Come As You Are.,who wrote the lyrics for come as you are,Come as You Are,89089,P676
Robert B. Sherman,Robert B. Sherman composed the song sister suffragette,Who composed the song sister suffragette?,Sister Suffragette,89091,P676
Ray Evans,Ray Evans wrote lyrics for Mona Lisa.,who wrote lyrics for mona lisa,Mona Lisa,89092,P676
John Lennon,John Lennon was the lyricist for oh yoko!,who was the lyricist for oh yoko!?,Oh Yoko!,89093,P676
Ned Washington,"Ned Washington wrote ""You Wish Upon A Star"".",Who penned when you wish upon a star?,When You Wish Upon a Star,89094,P676
Robert Smith,The lyricist Robert Smith composed The Lovecats.,which lyricist composed the lovecats,The Love Cats,89095,P676
Ira Gershwin,Ira Gershwin sang but not for me,who sang but not for me,But Not for Me,89096,P676
Bo Diddley,I'm a man was composed by Bo Diddley.,What lyricist composed i'm a man,I'm a Man,89098,P676
Oliver Riedel,Oliver Riedel wrote the song seemann,Who wrote the song seemann,Seemann,89099,P676
Tuomas Holopainen,Tuomas Holopainen composed sacrament os wirderness,who composed sacrament of wilderness,Sacrament of Wilderness,89100,P676
Bruce Springsteen,Bruce Springsteen composed Radio Nowhere.,who composed radio nowhere,Radio Nowhere,89101,P676
Eminem,Eminem is the lyricist to the song Warning,who is the lyricist to the song the warning?,The Warning,89103,P676
Mike Shinoda,Mike Shinoda wrote the lyrics of Burning in the Skies.,who wrote lyrics to burning in the skies?,Burning in the Skies,89104,P676
Safavid dynasty,Abbas I of Persia is part of the Safavid Dynasty.,which dynasty is abbas i of persia a part of,Abbas I of Safavis,89112,P53
House of Windsor,"House of Windsor belongs to Prince George, duke of kent.","What house does prince george, duke of kent belong to?","Prince George, Duke of Kent",89113,P53
House of Wittelsbach,House of Wittelsback is the family that prince Leopold of Bavaria a member of,what family is prince leopold of bavaria a member of,Prince Leopold of Bavaria,89114,P53
House of Estridsen,Valdemar II of Denmark belongs to the House of Estridsen.,which family does valdemar ii of denmark belong to,Valdemar II of Denmark,89116,P53
Mountbatten-Windsor,Prince william of wales belongs to the Mountbatten-Windsor family.,What family does prince william of wales belong to,"Prince William, Duke of Cambridge",89117,P53
House of Grimaldi,"Honre III, Prince of Monaco is a member of the House of Grimaldi family.","honoré iii, prince of monaco is a member of what family?","Honoré III, Prince of Monaco",89119,P53
Rothschild family,David Mayers family is Rothschild family.,who is david mayer de rothschild's family?,David Mayer de Rothschild,89120,P53
Piast dynasty,Wladysław i the elbow-high's family line is the Piast dynasty.,what is władysław i the elbow-high's family line ,Władysław I the Elbow-high,89124,P53
House of Romanov,"Nicholas Romanov, Prince of Russia comes from House of Romanov.","what family does nicholas romanov, prince of russia come from","Nicholas Romanov, Romanov's descent",89125,P53
Piast dynasty,Wladyslaw ii had piast dynasty as royal line.,what is a royal line of władysław ii the exile,Władysław II the Exile,89127,P53
House of Savoy,"Peter II, Count of Savoy is from the House of Savoy.","Which house was peter ii, count of savoy from","Peter II, Count of Savoy",89128,P53
Tudor dynasty,Henry VII of England is a member of the Tudor dynasty royal line.,which royal line is henry vii of england a member of?,Henry VII,89130,P53
House of Bourbon,"prince ferdinand pius, duke of calabria is from House of Bourbon","which family is prince ferdinand pius, duke of calabria from?","Prince Ferdinand Pius, Duke of Calabria",89133,P53
The Girl Next Door,"Mark Livolsi edited the film ""The Girl Next Door.""",which film did mark livolsi edit,Mark Livolsi,89134,R1040
The Chumscrubber,Arthur Schmidt edited The Chumscrubber.,which comedy films did arthur schmidt edited?,Arthur Schmidt,89135,R1040
Elektra,Elektra was edited by Kevin Stitt.,which movie was edited by kevin stitt,Kevin Stitt,89138,R1040
The Sand Pebbles,The Sand Pebbles is a film William H. Reynolds has edited.,what is a film that william h. reynolds has edited? ,William H. Reynolds,89139,R1040
Little Darlings,Pembroke J. Herring has edited Little Darlings.,Which film has pembroke j. herring edited ,Pembroke J. Herring,89141,R1040
The Adjuster,Susan Shipton was the editor of The Adjuster.,susan shipton  was the editor of which film,Susan Shipton,89142,R1040
Indiana Jones and the Last Crusade,Michael Kahn edited the film Indiana Jones and the Last Crusade.,What film did Michael Kahn edit?,Michael Kahn,89143,R1040
Hot Fuzz,Hot Fuzz was a film edited by chris dickens,chris dickens edited what film,Chris Dickens,89144,R1040
Cedie,Joyce E. Bernal edited the film Cedie.,Which film did joyce e. bernal edit?,Joyce Bernal,89145,R1040
Nell,jim clark was the editor of Nell,what film was jim clark the editor of ,Jim Clark,89146,R1040
Letty Lynton,Letty Lynton edited the movie Edited by Conrad A. Nervig.,what is a movie edited by conrad a. nervig,Conrad A. Nervig,89147,R1040
Bloomfield,Kevin connor edited the movie bloofield,what's a movie that kevin connor edited,Kevin Connor,89150,R1040
Bowfinger,Rick Pearson has edited the film Bowfinger.,What films has rick pearson edited?,Rick Pearson,89152,R1040
Atlantic Ferry,Terence Fisher was responsible for editing the film Atlantic Ferry.,which films have been edited by terence fisher?,Terence Fisher,89154,R1040
First Baptist Church,First Baptist Church is an example of greek revival architecture.,what church is an example of greek revival architecture,Greek Revival architecture,89155,R149
Government Palace,The Government Palace is Baroque Revival Architecture.,what architecture contains baroque revival architecture,Baroque Revival architecture,89163,R149
St. Andrews Episcopal Church,St. Andrews Episcopal Church is a building that demonstrates Gothic architecture.,What is a building that demonstrates gothic architecture,Gothic architecture,89166,R149
New York Life Building,The New York Life Building features Gothic Revival architecture.,what building features gothic revival architecture ,Gothic Revival architecture,89167,R149
Turner County Courthouse,Turner County Courthouse is an example of Neoclassical architectural structure.,whats an example of a  neoclassical architecture structure,Neoclassical architecture,89168,R149
Grand Army of the Republic Memorial Hall,Grand Army of the Republic Memorial Hall is a building that uses greek revival architecture.,What's a building that uses greek revival architecture,Greek Revival architecture,89171,R149
Theodore Wirth House-Administration Building,Theodore Wirth House-Administration Building is considered colonial revival architecture.,Name a building that is considered colonial revival architecture,Colonial Revival architecture,89173,R149
Gulf of Mexico,The Gulf of Mexico is at the mouth of the Withlacoochee River.,What is at the mouth of the withlacoochee river?,Withlacoochee River,89175,P403
Lake Malawi,The Lilongwe River ends in Lake Malawi.,What body of water does the lilongwe river end in?,Lilongwe River,89178,P403
Paraná River,The Grande River flows out of the Parana River.,what river does the grande river flow out of ,Grande River,89179,P403
Tasman Sea,Crooked River originates in the Tasman Sea.,where does crooked river originate ,Crooked River (New South Wales),89181,P403
Delaware River,Delaware is the pequest river that the body of water.,The pequest river feeds into what body of water?,Pequest River,89183,P403
Sea of Japan,Tumen river originated from Sea of Japan,where does tumen river originate,Tumen River,89185,P403
Saale,The Mouth of the Bode River is in Saale.,Where is the mouth of thebode river,Bode,89186,P403
Arkansas River,Mulberry River is part of the Arkansas River.,What river is mulberry river apart of?,Mulberry River,89188,P403
Susquehanna River,The Susquehanna River connects with the west branch susquehanna river at the mouth.,Which river connects with west branch susquehanna river at the mouth,West Branch Susquehanna River,89192,P403
Bohicon,Bohicon is the administrative child of zou.,what is the administrative child of zou?,Zou Department,89194,P150
Bamako,The administrative area in Mali is in Bamako.,what administrative area is mali in,Mali,89195,P150
Montegiardino,Montegiardino is a part of the San Marino division.,which division is part of san marino,San Marino,89196,P150
Chlef Province,Chlef Province is a province in Algeria.,Name a province in Algeria.,Algeria,89197,P150
Camuy,Camuy is an administrative child area of Puerto Rico.,which area is an administrative child area of puerto rico,Puerto Rico,89198,P150
Shire of Delatite,Shire of Delatite is the shire that belongs to Victoria (australia),What shire belongs to victoria (australia),Victoria,89199,P150
Southern District,Southern District is a district in Israel,What is a district in israel ,Israel,89200,P150
Southern Province,Rwanda can be found in the Southern Province.,Which province is rwanda found?,Rwanda,89201,P150
Guayanilla,Guayanilla is a municipality on the southern coast of Puerto Rico.,what is a municipality of puerto rico located in southern coast of the island,Puerto Rico,89202,P150
Shire of Indigo,Shire of Indigo is the name of an administrative child of Victoria (Australia).,What is the name of an administrative child of victoria (australia),Victoria,89203,P150
Padang,The city located in West Sumatra is padang,what is a city located in west sumatra,West Sumatra,89204,P150
Christ Church,Christ Church is in the Barbados.,Name a place in barbados.,Barbados,89205,P150
Phocis Prefecture,Phocia prefecture is the administrative area of central Greece,which is an administrative area of central greece?,Central Greece Region,89206,P150
Argyll and Bute,Argyll and Bute are located in Scotland.,which area is located in scotland,Scotland,89208,P150
La Guajira Department,La Guajira Department is an administrative department in Colombia.,What is an administrative department in colombia?,Colombia,89209,P150
Xinxiang,Xinxiang is from Henan.,who was from henan,Henan,89211,P150
Spellingg Bee,Spellingg Bee is the episode after pilot.,what is the the episode after pilot?,Pilot,89212,P156
