,Index,UID1,Ques1,Ans1,UID2,Ques2,Ans2
327,327,322,Which sporting event did Janus van Merrienboer compete in ?,"Archery at the 1920 Summer Olympics – Team moving bird, 28 metres",12776,Which health problem does Joyce Wieland have ?,Alzheimer's disease
328,328,363,Which sport discipline did Allysha Chapman participate in ?,football at the 2016 Summer Olympics,22173,Which person suffers from rheumatoid arthritis ?,Johan Clijsters
329,329,1305,Which recurring event did Kim Yong-se take part in ?,1986 FIFA World Cup,26680,What has Alexander Druzhinin contracted ?,tuberculosis
330,330,3583,Who took part in Crimean War ?,Charles Bocher,38125,Which person has the disease obesity ?,Millard Fillmore
331,331,17326,Who participated in Korean War ?,Australia,59725,Which activity is afflicted by lung cancer ?,Diagnosis of lung cancer
332,332,293,What is associated with Nepal ?,flag of Nepal,8066,Which conceptual model has a correspondence with the language English ?,Homosaurus
333,333,4316,What has Warsaw as its flag,flag of Warsaw,10084,Which website has Japan as the language related to it ?,Piapro
334,334,14615,Which administrative territory has flag named flag of Brazil ?,Brazil,17466,Which language family has an association with Tai Tham alphabet ?,Northern Thai
335,335,22050,What is the name of coat of arms associated with President of the United States of America ?,flag of the President of the United States,5173,Which thoroughfare has Belarus as its departure point ?,Highway M01
336,336,784,Which person directed Are You Being Served? ?,Bob Spiers,10553,Which thoroughfare is Tucson a destination for ?,Interstate 19
337,337,1855,Which person served as the directed of The Lorax ?,Chris Renaud,6572,Which construction is the home field of Cincinnati Reds ?,Great American Ball Park
338,338,2095,Who was the director of Double Game ?,Carlo Ausino,18203,Which stadium is the home venue of Mansfield Town F.C. ?,Field Mill
339,339,2493,Who was Bayside Shakedown: The Movie directed by ?,Katsuyuki Motohiro,25983,Which sports venue is the ground of Florida Gators women's soccer ?,James G. Pressly Stadium
340,340,6620,Who directed The Telephone Operator ?,Hanns Schwarz,38373,Which organization has Stadio Olimpico di Torino as its home field ?,Juventus F.C.
341,341,6902,Which work of art is Sven Nykvist a director of ?,The Ox,1203,Which cultural property gives the heritage status of Bucharest Bărăția ?,historic monument
342,342,56678,Which television program has Andrew Wilson as its director ?,Death on the Nile,11895,Which building represents the heritage status given to Church Of St Mary ?,Grade II* listed building
343,343,369,Which french administrative division has Montsalvy has its center of administration ?,canton of Montsalvy,14062,Which building heritage status does Nottingham Cathedral have ?,Grade II* listed building
344,344,570,Which administrative territory has Ljubljana as its county seat ?,Slovenia,14046,Which film did English dub for ?,The Legend of the North Wind
345,345,3113,Which administrative territory is the county seat for England ?,London,23221,Which film had its voice dubbing done by English ?,The Legend of the North Wind
346,346,6190,What is the capital of Kazakhstan ?,Nur-Sultan,27058,Which film has been dubbed by English ?,The Legend of the North Wind
347,347,22922,What has Springfield as its capital ?,Illinois,28269,Which film had English as the dubbing artist ?,The Legend of the North Wind
348,348,46212,Which city is center of administration for Bosnia and Herzegovina ?,Sarajevo,40496,Who did the voice dubbing for GeGeGe no Kitarō ?,Emiri Katō
349,349,1142,Where is the headquarter of Social Democratic Party of Germany located ?,Willy-Brandt-Haus,4406,Which type of sport has its origin at Heerlen ?,"2015 Eneco Tour, Stage 6"
350,350,2208,Which political organization has its head office location at Onex ?,Geneva Citizens' Movement,10947,Where does 2013 Tour de France start ?,Porto-Vecchio
351,351,3192,Which administrative territory is the headquarter location of Harvard University ?,Cambridge,12022,Which cycling race class has Budapest as the start location ?,2016 Visegrad 4 Bicycle Race-GP Hungary
352,352,4276,Which assembly has the principal seat at Free Hanseatic City of Bremen ?,Bürgerschaft of Bremen,13109,Which people has start point at Georgia ?,Georgians in France
353,353,4925,Where is the head office for Royal Netherlands Academy of Arts and Sciences located ?,Trippenhuis,24801,Which travel originates at London ?,Imperial Trans-Antarctic Expedition
354,354,8203,Which city is the HQ of National Irish Bank ?,Dublin,27942,Where does 2015 Clásica de Almería originate from ?,Almería
355,355,15317,Which social group has headquarters located at Belarus ?,Mova Nanova,31203,Which french administrative division is a start point of 1960 Grand Prix de Denain ?,Denain
356,356,16091,Which word has HQ at Liesing ?,LAG,31678,Which people starts at Georgia ?,Georgians in France
357,357,533,Which municipality of Albania is twin town of Castel Bolognese ?,Belsh,5329,Which work represents an edition or translation of Iron Man 2 ?,Iron Man 2
358,358,1962,Which french administrative division is twin city of Jelgava ?,Rueil-Malmaison,11495,What is the event for which go is the translation ?,go
359,359,429,Which metabolic process is 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)    BF4365 involved in ?,oxidation-reduction process,6014,Who acted as the production designer of L'orologio a cucù ?,Gino Franzi
360,360,665,What is the behavior that Mu-type opioid receptor is involved in ?,eating behavior,8882,Which person created the production designs of Paprika ?,Paolo Biagetti
361,361,3980,What biological process is Apoptosis regulator Bcl-2 involved in ?,behavioral fear response,48190,Which work of art did Angelo P. Graham design ?,Scent of a Woman
362,362,7679,Which biological process is methylcobalamin:coenzyme M methyltransferase    CLC_1525 involved in ?,methylation,6637,What religion is Jacques de la Passion affiliated to ?,Carmelites
363,363,10052,Which process is Histone deacetylase 2 involved in ?,rhythmic process,5886,Which party was organized by Nazi Party ?,Reich Harvest Thanksgiving Festival
364,364,11415,Which process is Olfactory receptor 10AD1 involved in ?,response to stimulus,7956,Who is the organizer of 1990–91 Cypriot Fourth Division (Limassol-Paphos Group) ?,Cyprus Football Association
365,365,26723,Which process is ABC transporter    Moth_2429 involved in ?,metabolism,12438,Who organized 2002 FIFA World Cup ?,FIFA
366,366,29903,Which process is hypothetical protein    RP121 involved in ?,metabolism,18061,Who event did Nazi Party serve as the organizer for ?,Degenerate Art Exhibition
367,367,41519,Which process is Uridine-cytidine kinase-like 1 involved in ?,metabolism,31196,Which international sport governing body organized 2006 FIFA World Cup ?,FIFA
368,368,57518,"Which process is Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta involved in ?",response to stimulus,4197,Which is the technical standard where United Kingdom is located in ?,Greenwich Mean Time
369,369,882,Which building is situated at CFB Bagotville ?,Alert Hangar,11300,What timezone is England located in ?,Greenwich Mean Time
370,370,901,Which sports venue is the place where 1998 Winter Olympics is located ?,Nagano Olympic Stadium,5981,Which text has the character Alexander Pushkin ?,The Infinite Deadlock
371,371,1479,Which television program is located at United Kingdom ?,The Royals,6976,Which comic format is Yūichi Tachibana a character of ?,Initial D
372,372,2461,Which scientific method has its location as RV Polarstern ?,EisenEx,7522,What is the television genre that has Marge Simpson as a character ?,The Simpsons
373,373,3267,Where can Rotterdam Centraal railway station be found ?,Rotterdam,22940,What is the name of the person who plays a role in A Crown of Swords ?,Rand al'Thor
374,374,3885,Where is Battle of San Marcial located ?,Irun,42725,Who appears as a character in Harry Potter and the Philosopher's Stone ?,Ginny Weasley
375,375,5116,Where is 1960 Summer Olympics situated ?,Stadio Olimpico,9726,Which award is awarded by Kazakhstan ?,Order of the Golden Eagle
376,376,10133,What is located at Kyiv ?,Molodist,19670,Which award is conferred by German Academy of Sciences Leopoldina ?,Carus medal
377,377,11016,Which wine-producing region is the location of Kendall-Jackson ?,North Coast AVA,20498,Which award is bestowed by Social Democratic Party of Germany ?,Willy-Brandt-Medaille
378,378,14679,What is situated at Braunschweig ?,Braunschweig Film Festival,21283,Which award is given by Finland ?,Finnish State Prize for Literature
379,379,779,Which person has Cornelius Varley as their brother ?,William Fleetwood Varley,24345,Which award is granted by Social Democratic Party of Germany ?,Willy-Brandt-Medaille
380,380,1278,Who is the brother of Frideborg Winblad ?,John Edward Winblad,33237,Who awards IEEE Emanuel R. Piore Award ?,Institute of Electrical and Electronics Engineers
381,381,1498,Who is Mike Myers a sibling of ?,Paul Myers,43818,Which nonprofit organization confers BAFTA Award for Best Film ?,British Academy of Film and Television Arts
382,382,2928,Who is a sibling of Félix Voisin ?,Auguste Félix Voisin,2255,Which application was designed by Ken Sugimori ?,Smart Ball
383,383,4807,"Which person had Boleslaus I, Duke of Bohemia as brother ?","Saint Wenceslaus I, Duke of Bohemia",19866,Who created the design for Starship Titanic ?,Douglas Adams
384,384,60090,"Who has Rudolf I, Duke of Bavaria as their sibling ?",Louis IV,20009,Which application had designs created by composer ?,Shūjin e no Pert-em-Hru
385,385,202,Which geographic location is Switzerland a part of ?,Europe,21869,Who is the designer of Call of Duty: Modern Warfare 3 ?,Glen Schofield
386,386,1943,Where is Yemen situated ?,Asia,31948,Which torpedo had designs produced by Harvard University ?,Mark 31 torpedo
387,387,6525,Where is Germany located ?,Europe,36201,Which coat of arms was United States Army the designer of ?,flag of the United States Army
388,388,48517,Where is Wappo language located ?,North America,36330,Who designed Flashback ?,Paul Cuisset
389,389,2409,Which administrative territory was the place of residence of John Williams ?,Cardiff,4872,Where was 2013 World Series originally aired ?,Fox Broadcasting Company
390,390,3007,Where did Maximilian Mittelstädt live ?,Berlin,14994,Which network was the first to air House ?,Fox Broadcasting Company
391,391,4225,Where did Cobi Blécourt-Maas reside ?,Landgraaf,24562,Which business enterprise is the original network Bring 'Em Back Alive was aired on ?,CBS
392,392,4462,Who lives in Kazakhstan ?,François-Olivier Seys,27204,Which organization did Nightingales originally air in ?,Channel 4
393,393,11368,Which US administrative territory was John Moore a resident of ?,Texas,53984,Where was Homeland (season 5) originally aired ?,Showtime
394,394,11612,Which person dwells at Karkkila ?,Mikko Myllylahti,59240,What was the television program that was originally telecasted by Argentina ?,Videomatch
395,395,23964,Which person has residence at Bensheim ?,Frank Dennhardt,9555,Which person had Irving Thalberg as their girlfriend ?,Norma Shearer
396,396,38260,Who resides at Nigeria ?,Nabil Canaan,11112,Who has Gabriel Fauré as their relationship partner ?,Emma Bardac
397,397,1036,Which person works in the domain of Belarus ?,Virginie Symaniec,19574,Which person is the partner of Rachel Weisz ?,Darren Aronofsky
398,398,2845,Which person has specialisation in association football player ?,Akaki Devadze,20713,Who is the mistress of Jann Post ?,Anna Rognstad
399,399,3745,Which discipline does Thomas Urban belong to ?,Germany–Poland relations,2390,Which periodical literature was published in London ?,Architectural Review
400,400,4732,Which person has field of work as writer ?,Martin Andersen Nexø,7590,Which periodical literature does London contain ?,Architectural Review
401,401,4949,Which academic discipline is the field of work of George Abram Miller ?,group theory,15310,Which collectable does United Kingdom have ?,Who Was Who in Egyptology (3rd Edition)
402,402,6075,Which person has his/her area as United States of America ?,David Janssen,23889,Where is Der Zorn des Georg Zanger published ?,Falter
403,403,27144,Which art genre is the area of Osias Beert ?,still life,24614,Which magazine genre published Are Volar Locking Plates Superior to Percutaneous K-wires for Distal Radius Fractures? A Meta-analysis ?,Clinical Orthopaedics and Related Research
404,404,208,Where is the place of burial for Ignác Jan Hanuš located ?,Olšany Cemetery,51064,Which magazine genre contains Blocking Low-Wavelength Light Prevents Nocturnal Melatonin Suppression with No Adverse Effect on Performance during Simulated Shift Work ?,The Journal of Clinical Endocrinology and Metabolism
