answer,answer_sentence,question,question_entity_label,question_id,question_relation
Ann Dunham,ann dunham is the daughter of stanley armour dunham,who is daughter of stanley armour dunham,Stanley Armour Dunham,86171,P40
Robert Darwin,erasmus darwin's son was robert darwin.,who was erasmus darwin son,Erasmus Darwin,86173,P40
Minamoto no Yoshimitsu,the names of minamoto no yoriyoshi's children is minamoto no yoshimitsu,what are the names of minamoto no yoriyoshi's children,Minamoto no Yoriyoshi,86176,P40
Olof Palme,olof palme is a child of gunnar palme.,who are the children of gunnar palme,Gunnar Palme,86185,P40
"Marie of France, Countess of Champagne","the name of louis's vii of france child is marie of france, countess of champagne",Name one of louis vii of france children,Louis VII of France,86195,P40
Prince Felix of Denmark,prince felix of denmark is in prince joachim of denmark's familial line.,who is in prince joachim of denmark familial line ,Prince Joachim of Denmark,86196,P40
Matilda Sturridge,matilda sturridge is charles sturridge's daughter,whats the name of charles sturridge's daughter,Charles Sturridge,86200,P40
Pilot,pilot is an episode written by michelle ashford.,what is an episode written by michelle ashford,Michelle Ashford,86207,R58
The Stand,the stand is an adaptation of a novel by stephen king,What television series is an adaptation of a novel by stephen king?,Stephen King,86208,R58
Blood Simple,the film blood simple was written by joel coen.,What is a film that was written by joel coen?,Joel Coen,86209,R58
Babe,babe is written by chris noonan,what's one film that chris noonan wrote,Chris Noonan,86211,R58
The Internecine Project,the internecine project is a film written by jonathan lynn.,Name a film written by jonathan lynn,Jonathan Lynn,86212,R58
Underworld: Awakening,"j. michael straczynski wrote ""underworld: awakening"" film.",What film did j. michael straczynski write?,J. Michael Straczynski,86213,R58
Mystic River,mystic rivet was the film dennis lehane did the film story credits.,which film did dennis lehane do the film story credits ,Dennis Lehane,86217,R58
In Celebration,david storey wrote the film in celebration.,what films have david storey written?,David Storey,86218,R58
The Terminal,sacha gervasi contributed to the move 'the terminal'.,What movie has sacha gervasi contributed to,Sacha Gervasi,86223,R58
Blithe Spirit,noel coward contributed to the story of the film blithe spirit,what film was  noel coward the film story contributor of,Noël Coward,86224,R58
Gainsbourg,gainsbourg helped write the story for joann sfar.,who helped write the story for joann sfar?,Joann Sfar,86225,R58
Shrek,shrek is the animated film that cody cameron wrote.,which animated film did cody cameron write ,Cody Cameron,86226,R58
Jurassic Park,the sci fi movie that david koepp wrote is jurassic park.,What sci fi movie did david koepp write for,David Koepp,86227,R58
Never Weaken,never weaken is the movie was hal roach contribute to and ultimately get credit on,what movie did hal roach contribute to and ultimately get credit on,Hal Roach,86228,R58
30 Days of Night: Blood Trails,"steve niles is a story contributor for the film ""30 days of night: blood trails"".",which film is steve niles a story contributor ,Steve Niles,86231,R58
The Mysterious Island,lucien hubbard wrote the mysterious island.,what films did lucien hubbard write?,Lucien Hubbard,86234,R58
Wizards,ralph bakshi wrote for the film wizards.,what film was ralph bakshi a writer for,Ralph Bakshi,86236,R58
The Sixth Extinction II: Amor Fati,the episode the sixth extinction ii: armor fati was written by chris carter (screenwriter),which episode was written by chris carter (screenwriter),Chris Carter,86237,R58
Prom Night,prom night was written by j.s. cardone.,which movie is written by j. s. cardone,J. S. Cardone,86239,R58
La Dolce Vita,la dolce vita is the title of the film that brunello rondi was the writer for.,what is the title of the film that brunello rondi was the writer for,Brunello Rondi,86240,R58
What to Expect When You're Expecting,heather hach wrote the film what to expect when you're expecting.,what film is written by heather hach?,Heather Hach,86246,R58
Manila,"adolf alix, jr is the writer of manila.","what film was adolf alix, jr. the writer of","Adolfo Alix, Jr.",86252,R58
Mr Ya Miss,the movie mr ya miss was contributed by antara mali.,which movie was contributed by antara mali,Antara Mali,86258,R58
Cirque du Freak: The Vampire's Assistant,paul weitz helped write the movie cirque du freak: the vampire's assistant.,what's a movie that paul weitz help write,Paul Weitz,86259,R58
The Glass House,truman capote contributed to the glass house.,What film story did truman capote contribute to?,Truman Capote,86271,R58
Janky Promoters,the film ice cubes is written by janky promoters.,who wrote the film ice cube,Ice Cube,86277,R58
Dark Water,rafael yglesias worked on the 2005 film dark water.,What 2005 film did rafael yglesias work on,Rafael Yglesias,86279,R58
Whisper of the Heart,one of hayao miyazaki's films is whisper of the heart.,whats is one of hayao miyazaki's films,Hayao Miyazaki,86281,R58
After Hours,garnett lerner wrote the tv episode after hours.,what tv episode has garrett lerner written,Garrett Lerner,86293,R58
Stigma,brannon braga wrote they star trek episode called stigma,Which episode of Star Trek did brannon braga write?,Brannon Braga,86295,R58
Escape Velocity,jane expenson wrote the battlestar galactica episode called escape velocity.,which episode of Battlestar Galactica did jane espenson write?,Jane Espenson,86296,R58
Jaane Tu... Ya Jaane Na,abbas tyrewala contributed story credits to jaane tu... ya jaane na.,abbas tyrewala contributed story credits to what movie?,Abbas Tyrewala,86297,R58
S.O.B.,blake edwards wrote the film s.o.b.,which film did the writer blake edwards do?,Blake Edwards,86299,R58
Ace Ventura: Pet Detective,ace ventura was the popular film by tom shadyac,what is a popular film by tom shadyac,Tom Shadyac,86306,R58
River of Grass,kelly reichardt was credited in river of grass.,what films has kelly reichardt been credited in,Kelly Reichardt,86308,R58
The Business of Fancydancing,the business of fancydancing is the title of the movie written by sherman alexie.,what is the tittle of the movie written by sherman alexie,Sherman Alexie,86311,R58
Cattle Queen of Montana,"the film, cattle queen of montana, was written by howard eastbrook.",what is the film written by howard estabrook?,Howard Estabrook,86315,R58
Black Orpheus,black orpheus was a contributor for the film vinicius de moraes,which film was vinicius de moraes a story contributor for?,Vinícius de Moraes,86316,R58
Chandra Mukhi,https://soundcloud.com/octobersveryown/drake-come-thru-james-blake contributed to chandra mukhi.,What movie did https://soundcloud.com/octobersveryown/drake-come-thru-james-blake contribute to,Salman Khan,86319,R58
Marnie,winston graham earned a story contributor credit from marnie,which movie did winston graham earn a story contributor credit,Winston Graham,86321,R58
The Machinist,scott kosar was the screenwriter for the machinist.,scott kosar was the screenwriter for this film.,Scott Kosar,86322,R58
Alice in Wonderland,alice in wonderland has contributor joe grant is the credits.,which film story credits show the contributor joe grant,Joe Grant,86325,R58
The Phantom of the Opera,the phantom of the opera is a movie by joel schumacher.,what is a movie by joel schumacher,Joel Schumacher,86329,R58
guitar,niki sullivan played the guitar,what instrument did niki sullivan play?,Niki Sullivan,86335,P1303
guitar,he can play the guitar,what instrument can morten harket play?,Morten Harket,86336,P1303
guitar,james mccartney was most notable for his guitar playing.,What instrument is james mccartney most notable for?,James McCartney,86337,P1303
saxophone,thavius beck plays the saxophone.,what instrument does thavius beck play ,Thavius Beck,86338,P1303
piano,mary lou williams plays piano.,what musical instrument is played by mary lou williams,Mary Lou Williams,86339,P1303
guitar,ivar bjornson plays a guitar,what does ivar bjørnson play for an instrument,Ivar Bjørnson,86340,P1303
violin,oskar rieding can play violin.,what string instruments can oskar rieding play?,Oskar Rieding,86342,P1303
fiddle,tim obrien plays fiddle,what instruments does tim obrien play,Tim O'Brien,86347,P1303
oboe,anette olzon plays the oboe.,What is an instrument anette olzon plays?,Anette Olzon,86349,P1303
fiddle,jenny wilhelms plays the fiddle.,what instruments does jenny wilhelms play,Jenny Wilhelms,86352,P1303
bass guitar,andy pyle played on bass guitar.,what musical instrument did andy pyle play ,Andy Pyle,86357,P1303
guitar,chris pitman played the guitar.,chrispitman played what instrument,Chris Pitman,86365,P1303
keyboard instrument,flying lotus played the keyboard.,what did flying lotus play,Flying Lotus,86374,P1303
bass guitar,caribou uses a bass guitar.,What instruments does caribou (musician) use,Dan Snaith,86377,P1303
piano,emily bear plays the piano,emily bear plays what instrument,Emily Bear,86379,P1303
keyboard instrument,tommy helgesson plays the keyboard.,what instrument does tommy helgesson play,Snowy Shaw,86380,P1303
trumpet,warren vache plays the trumpet.,which wind instrument does warren vache play?,Warren Vaché,86381,P1303
piano,павел гинтов played piano.,what instrument did Павел Гинтов play?,Pavel Gintov,86383,P1303
piano,ludvig irgens jensen played piano.,Which instrument did ludvig irgens jensen play?,Ludvig Irgens-Jensen,86394,P1303
guitar,david mallett plays the guitar.,what instruments do david mallett play?,David Mallett,86399,P1303
drum kit,bobby blotzer plays the drum kit.,What's an instrument that bobby blotzer plays,Bobby Blotzer,86400,P1303
double bass,morty corb played the double bass.,What instrument morty corb play,Morty Corb,86401,P1303
guitar,dave trumfio plays the guitar.,which string instrument does dave trumfio play?,Dave Trumfio,86405,P1303
violin,ikuko kawai played violin.,which instrument was played by ikuko kawai,Ikuko Kawai,86408,P1303
guitar,carl newman plays guitar.,what instrument does carl newman play,A. C. Newman,86415,P1303
harmonica,members of the twisters played harmonica.,what instrument did members of the twisters play,The Twisters,86416,P1303
guitar,ron strykert plays the guitar.,Which instrument is ron strykert known for playing,Ron Strykert,86425,P1303
bass guitar,vince hornsby plays the bass guitar.,what instrument does vince hornsby play?,Vinnie Hornsby,86435,P1303
piano,he plays piano.,speckled red plays this instrument.,Speckled Red,86453,P1303
A Little House Traveler,a little house traveler was written by laura ingalls wilder.,what is a book by laura ingalls wilder ,Laura Ingalls Wilder,86458,R50
Pride and Prejudice,jane austen wrote pride and prejudice.,What did jane austen write?,Jane Austen,86459,R50
Universe 1,universe 1 is written by terry carrs.,what is one of terry carrs written works,Terry Carr,86460,R50
The Jesus Papers,michael baigent wrote the jesus papers.,what did michael baigent write,Michael Baigent,86461,R50
Saint Peter's Fair,saint peter's fair is a popular piece by ellis peters.,what's a popular piece by ellis peters,Edith Pargeter,86462,R50
The Dragon of Despair,the dragon of despair was a book that jane lindskold wrote,What is the name of a book that jane lindskold wrote,Jane Lindskold,86464,R50
